FGSM,idc,0.6477410246066962
FGSM,lsa,0.5044372730939896
FGSM,dsa,0.4996470350947963
FGSM,None,0.6558592174263816
FGSM,nc,0.5320189592577652
FGSM,kmnc,0.593031464300121
FGSM,idc,0.6477914481645825
FGSM,lsa,0.5044372730939896
FGSM,dsa,0.4996470350947963
FGSM,None,0.6558592174263816
FGSM,nc,0.5320189592577652
FGSM,kmnc,0.593031464300121
FGSM,tknc,0.5330274304154902
FGSM,snac,0.5042355788624445
FGSM,nbc,0.5042355788624445
DF,idc,0.6139068172650263
DF,lsa,0.7696147640177491
DF,dsa,0.9428196853569988
DF,None,0.9798305768455022
DF,nc,0.9198265429608713
DF,kmnc,0.9727208551835418
DF,tknc,0.9392900363049617
DF,snac,0.8904296087131908
DF,nbc,0.8936062928600242
CW_Linf,idc,0.5039834610730133
CW_Linf,lsa,0.49803348124243646
CW_Linf,dsa,0.4957644211375555
CW_Linf,None,0.5278842275110932
CW_Linf,nc,0.5216317063331989
CW_Linf,kmnc,0.5296490520371118
CW_Linf,tknc,0.5038321903993546
CW_Linf,snac,0.5042355788624445
CW_Linf,nbc,0.5042355788624445
